ID;ID;City;Todo
86;1671;Paris;"I wanted to start something a little bit different – to give you all the wine and cheese knowledge you can possibly imagine, but without the ‘classroom’ approach and atmosphere. Discover 5 French wines and 5 cheeses - with plenty of French bread - during my relaxed tasting experiences! 

For those that want to learn about both wine and cheese - this is the experience for you! Join me for this two-hour tantalising taste experience as you taste your way through delicious, flavoursome French cheese, expertly accompanied by French wines from some of the most famous wine regions in the world! All my wines are from independent French wine makers, giving you the opportunity to discover unique bottles from 5 different regions within France. 

Pull back the curtain on my exclusive secret spot and join me at 'secret wine door'. You’re in Paris after all – one of the most beautiful cities in the world, so it’s only fitting you’re in the environment to match! 

Learn cheese and wine pairing tips, discover how to taste wine like a professional, hear some wine anecdotes & gain expert knowledge that will leave you feeling like a true expert. I'm here to make wine accessible to everyone!"
87;1672;Paris;"Do you like science, history and Paris? Welcome to the Radium walk! This is a unique experience for you - take back with you some unheard Parisian stories - of exciting discoveries, inventions and ideas that originated in Paris.

During the French revolution, how did two Parisian naturalists revolutionise biological thinking forever? Who was the 19th century naturalist dissecting Egyptian mummies in Paris - and why?  Why was a pioneer of chemical revolution publicly executed on guillotine during the French revolution? Which are the 4 places in Paris where Marie Curie lived? Explore the rich science history of Paris with me and find answers to these and many other intriguing questions...

On this tour, we will discover the workplaces (ESPCI and Institut du Radium) and resting place of Marie Curie in the Latin Quarters. We will talk about Maria's arrival from Warsaw and her life and work as Marie in Paris. Other than our protagonist Marie Curie, we will also have many other interesting Parisian characters in the story - Becquerel, Charcot, Cuvier, Pascal, Lavoisier et al. You will see how Paris would set the stage for much of modern science; not just radioactivity! I will also share some fun (and gruesome!) facts on Latin Quarter which you'll not find in your typical travel guide."
88;1673;Paris;"Paris is world-renown for it's pastry and croissants scene. 

Skip breakfast, let's take a walk instead... Over cinematic bridges + through charming old passages, through the hippest + most historic parts of Paris, away from the crowds of visitors, we will sample the croissants + pastries beloved by Parisians, not yet overrun by internet 'Top 10' lists...

It's a breakfast walk-to-remember, filled with slices of life, history, architecture, + current events w/ a passionate local food guide writer/researcher...We zigzag past Paris' most historic buildings, tour it's oldest neighborhoods, over charming canals, I'll guide you through Paris' most beloved covered marche.  (marche closed monday). 

A leisurely morning w/ stops along the famed Canal St. Martin--commissioned by Napoleon--and in charming manicured gardens in the historic district, le Marais, to enjoy our treats in the shade. We stroll past in-the-know places to return to for shopping, dinner, drinks, and you'll leave with an excerpt of the 2020 Paris is Burning Guide to how to visit Paris like you live here. 

Delicious classics to cutting-edge flavors by daring patissiers, savor the best offerings of a perfect Paris morning, like a local!

We end relaxing in one of Paris' oldest/most scandalous buildings w/ coffee by the first female roaster to win the prestigious Meilleur Torrefacteur de France"
89;1674;Paris;"The Foodies dream. 2 in One. Sights and Bites. 
See more than 20 landmarks and try the greatest classic French foods :)
Awaken all your senses while you eat your way around the most charming and sophisticated neighbourhood of Paris. 

Saint-Germain-des-Prés is considered as the soul of the City of Lights. It is home to the very best chocolatiers in the world and has a stunning mix of history, prestigious art galleries, charming little streets and small squares full of cafes and restaurants. It is a must see for foodies visiting from all over the world. 

Our fun and friendly tour guide will lead you to some of the most respected and passionate artisans to taste at least 7 delicious sweet and savoury bites. You will discover an award-winning food market, meet an ""un-brie-leavable"" cheesemonger and stroll through one of the most beautiful parks in Paris, find out about its secrets and this tour woudn’t be complete without the nation’s favourite beverage: Un verre de vin :)  - glass of wine

This is not your conventional food tour. Meet the people behind the food

Our tour is suitable for the young foodies too. They adore it, especially the sweet stops :)

You certainly won't leave hungry as we fill your belly and your senses with delicious food and memories.
You are in good hands and we are looking forward to showing you around :)"
90;1675;Paris;"Note : Message me, if you want to book for the time that's not available in the schedule. I will be more than happy to help you out.
 
 We start our day  meeting at Place du Trocadéro (metro station). Feeling the wind of Paris at Place du Trocadéro and Engaging on taking professional pictures of you (especially Portrait and Couple)  with a view of Eiffel Tower in the background, We walk down towards Eiffel Tower (Tour Eiffel)  over the romantic bridge Pont d'Iena. 
 
After having a closer view of Eiffel Tower, We embark on an amazing walk by the river towards Pont Alexandre III, the most sophisticated bridge in Paris.

 Upon collecting your most memorable pictures, We say goodbye to each other, Hoping to see another time to recall our memories."
91;1676;Paris;"!  MERRY CHRISTMAS !

What's better than a sidecar ride to discover Paris with a real driver. During 1 hour, I will make you visit the most beautiful monuments passing by the little streets unknown to the tourists.
You will leave with beautiful memories and we will finish this ride with a friendly moment in a cafe to exchange about this experience and share my passion with you. I don't have a perfect English, so please have a little indulgence with me =)
Documents translated into English for monuments and places will be provided to help.

Please note that if you book 1 seat, there is a possibility that you can be with another person during the ride as the Side-Car can hold  2 people.

Important to note that after a delay of 15 minutes, we won't be able to wait any longer. Thank you for your understanding."
92;1677;Paris;"Yes, you can google bar in paris and walk around but join in our tribe as we zigzag beautiful, obscure, trendy parts of Paris after dark in search of exciting concoctions, deep conversations, and unexpected libations. 

From hidden bars to unexpected lounges w/ no menus, we won't stop until we have tried...well, quite a bit. We will visit hotspots trafficking in everything 'shaken and not stirred'-- from daring craft cocktails to clever renditions of classics from days past. (We are suckers for homemade syrups, fresh herbs, and obscure little grandma French liquors revived by curious and inventive drink doctors...) 

Join us on our revelry and join us on our hunt! (We favor the spots that locals love, you can see the Eiffel Tower or Latin Quarter another night.) Tonight we go to spots the tourists haven't heard of yet. We will blend in with the local cocktail scene and have a night to remember with other partiers from around the world. Join us for good conversations + meeting new people over the latest and best on the craft cocktail scene in Paris. 

This is the night you will try something no one back home has ever heard of. And then some. On our side of town...

Sure you can use the internet to find 'top 10' lists of bars but let's rampage w/ a tribe of curious international jetsetters (& 1 local parisian) and share life in paris...it starts with a 'cheers'...and can anywhere"
93;1678;Paris;"-Welcome to students
-A welcome invitation. (Drinks and Finger Food Made in France)
-Briefing on the progress of the session.
-Installation of the material
-Initiation to Mix technique for 2 hours with choice of musical style
-Idées output (Bar, Restaurant & Club ""Trendy"") for your stay in Paris (Monday to Sunday)
-End of the experience."
94;1679;Paris;"Want to see the Louvre but not follow the herds of Mona-Lisa-selfie seekers? 
This experience is tailored for you!

Our promise is to get you straight into the world's greatest museum — skip-the-line access — and take you on a mind blowing tour of the Louvre Hidden Treasures!

Heard about Rembrandt? Michelangelo? or the Hammurabi Code? 
Our national museum gathers over 450,000 pieces and most people don't pay attention to most of them!

In the company of a passionate local guide, be ready to discover the Hidden Treasures of the Louvre, such as:

- A Babylonian temple from 700 BC
- The Great Sphinx of Tanis, Egypt
- Self-portraits of Rembrandt
- The Lace maker of Vermeer
- The picnic set of Marie-Antoinette
- Napoleon III private apartments
- Michelangelo's Two Slaves sculptures
- An Egyptian church from the 300's
- Crown jewels & the Empress diamonds
and many other hidden treasures of Art History!

On this intimate tour (maximum of 6 guests), you will get to really experience the Louvre, admire world-class items at your own pace, ask all the questions you want and understand what defines a Masterpiece!

PS: at the end of the tour, we will show you the way to any other museum piece, and why not, even Mona L. (it's quite an amazing painting after all!)"
95;1680;Paris;"We will go to the four-five most trendy perfume spots of the Marais district. You will discover amazing niche perfumes in different styles and olfactive perception. This tour is a chance to get a good advise on the perfume that matches your personality and lifestyle. 

During this walking tour you will: 
- get a background information about history and perfume making processes
- see the perfumer's tools and tricks, 
- learn about 'olfactive families' and find out your personal preferences. 
- get personal recommendations and advices as our group size is small. I will be able to treat you very special. 

Of course, if you wish, this tour is a great opportunity to make a perfume shopping too and find your signature scent."
96;1681;Paris;"Single, couple or with friends ... you are warmly welcome to join me for an evening of Jazz in confidential places, filled with history.

On Wednesday, you will feel a sense of wonder as you arrive at a large Parisian apartment in a Haussmanian style. The live jazz band plays in the main room. There you can enjoy the rhythm of Jazz, Blues and Soul with musicians from all over the world.

Other days, you will join me at a 17th century townhouse with Versailles parquet flooring, open beams and a beautiful fireplace. Take your place on a comfortable sofa and enjoy a glass of wine.  The live Jazz band creates a warm and cozy atmosphere. The moment is a magical one with a Steinway piano. It's a place to be for french connoisseurs. 

On Wednesdays, our party starts at 19:30 and it's right bank. Other days, it's at 20:45 and left bank. Don't worry, I will send you an email with the details.

Music is international. This experience is translated in different languages to help you to choose. After that, our exchange will be in French and/or in English."
97;1682;Paris;I'll be starting with a video and picture presentation to show you how our artisan makes chocolate sweets. Promptly, we'll be tasting different kind of French chocolates: the ganaches, the pralinés, the liqueurs. However, we won't forget other products like confectioneries that we sell in the shop. That's why you'll be tasting almond pastry, fruit pastry and the famous French macarons. We'll be ending by drinking some tea or herbal tea and I'll give you useful information and addresses about chocolate tasting in Paris. At the end of the experience, you can even purchase products in the store with a 10% off discount that we exclusively give for our AirBnb experience guests.
98;1683;Paris;"I invite you to discover the only Marbled Paper workshop in Paris! 

Intimate group of 2 people maximum per workshop.

I will lead you to the realization of marbling papers with different motifs both traditional and contemporary. You will discover the subtle technique of the creation of these forms, but still, the materials that I use to realize them and the course of the preparation of the colors.

In my workshop, I consider that everything must be 100% natural. That's why I make sure to use and make use of materials without any chemical traces. (So ​​do not panic!)

You will leave of course with your beautiful and unique creations to decorate the walls of your wonderful homes or even offer them to your loved ones!"
99;1684;Paris;"We are excited to share with you our knowledge of French life during a memorable dinner in our crazy arty Mannor! 

Enjoy a live cooking experience from our Master Chef, pass behind the kitchen to participate to the cooking and Enjoy a live singing performance from our lovely singer during the dinner. 

Of course We will also teach you with a touch of humor classic French manners and etiquettes !

Our dinner menu is as follows….
-	French Onion Soup as a classic French starter – it has been around since the Age of Antiquity and is often connected to King Louis XV…
-	Next, enjoy delicious Escargot (or Oeuf Cocotte as a vegetarian option) vegan option possible
-	Our main course will be Boeuf Bourguignon with Ratatouille and Gratin (or a Tofu Steak for vegetarians)
-	After this, we will have a light salad
-	Following this is going to be our cheese platter – did you know Brie de Meaux is the most popular cheese in France? (vegan cheese available)
-	Finally, we will finish off with the famous Tarte Tattin

We will also be happy to welcome you with Champagne and offer you a taste of some different wines, as wine is the only acceptable dinner beverage in France!
If you have any dietary questions, please reach out to us so we can accommodate.
 vegetarians and vegans are welcome!

Menu might change depending seasonal arrivals
CONTACT US FOR SPECIFIC EVENTS / BIRTHDAYS ,"
100;1685;Paris;"Couple week end, Family time or even solo traveller, how often have you visited a city, and only walked away with photos of what you ate, or pixelated smartphone selfies?  Let's change that: I am a photographer so you're at the right place! 

Every session is private which means that it can be a tour for you only, you and your partner, with your family or  friends (maximum 5 people). Once you've booked, i'll make sure no one else can join so you'll be the only stars of that session!

You can of course change outfits in between places and i accept late booking ;)

 I'll took you to the best instagrammable places of Paris to snap some Insta-worthy pictures that will amaze you and your followers! 
From a trip from the nostalgic golden age of Paris to the most modern chic places she (yes, Paris is a girl) has to offer, you'll be LA star!
Every itinerary is tailor made: Your preferences, places you love, your style, etc will all form part of the consideration while I draft an itinerary just for you! So tell me more about yourself and what you love, we’ll take it from there.

After the tour, you'll receive 30 to 50 professionally edited pics of your adventure via a gallery link.

If you would like to shoot at a specific time not shown as available on my calendar, specific locations or for a bigger group, please contact me for more infos :)"
101;1686;Paris;The 1 hour photoshoot i will show you one special spot in Paris.  You will receive  10 high resolution format, edited photos by Lightroom that will be stunning, edgy, unique and outstanding on instagram!  No need to be nervous in front of camera even if you think you are not good at getting your photo taken. I will give you tips of posing. Photo shoot  will be in a relaxed easygoing atmosphere.  10 high-resolution edited photos per person, information you need if I can give as local person, train/metro cost not included  I’m flexible to meet on your request. If you have any requests like you just need group photos or tour on daytime, etc, please contact me
102;1687;Paris;We will be together for 2 hours (olfactive workshop). I imagined this workshop for you. You will discover my job, you will smell odors and create a French Cologne. This workshop is an unique opportunity to share my passion with you.  You will be immediately immersed in my universe. You will handle perfume blotters. You will play the apprentice perfumer.
103;1688;Paris;"Come to discover Belleville district, alive and real, through its incredible cuisine : 
The tour start with a walk on the oriental district, with a stop at the best Tunisian restaurant. We keep on with the best view of the city (away from the touristy Montmartre!), where my mother awaits you with her traditional recipe (love it so much), then we go on through Chinatown plus other gems from Asia. 
As a conclusion, we go to by far the best parc of the city, Buttes Chaumont, with a spot as you have never seen before.

During the whole tour, you will get to taste a lot of different food. But you'll also learn more about Street Art with some interesting stories of the city !"
104;1689;Paris;"Visit Pigalle and Montmartre whilst learning about and feminism! 

Feminists of Paris will take you through the cultural wealth of Montmartre and Pigalle in a convivial atmosphere of exchanges and debates on the themes of sexuality and gender equality. 

We will go through key feminist subjects that are often taboo, from sex shops, to prostitution, pornography and sexual liberation. We will also delve into the history of key ""virgin"" characters that have marked French history such as Joan of Arc. 

Breathtaking views of Paris guaranteed!"
105;1690;Paris;"We will have a two-hours walk in the woods with my dog pack, composed by adorable Parisian doggies (10 dogs, more or less). They are very friendly, and will easily get you to smile. Being with them in this beautiful, natural area is really peaceful and joyful, which is very much appreciated in a crowded city like Paris. 

Wear shoes and clothes you don't mind getting muddy. Watch the stinging nettle that you'll see here and there! 
Please do not bring your own dog as the pack is carefully composed to make sure they all get along. 
We will NOT throw any ball or stick as it can bring tensions between the dogs. We will have many interactions with them and I will show you we can have a lot of fun without playing fetch.
If you come with your kids, please make sure they don't run to make the dogs chase them. They will have to walk next to us and listen to what I say in order to keep the pack safe and quiet.

I will tell you more about them and their behaviors, how to manage a pack and we'll make couple of ""souvenir photos"". 

My mission is to make sure all of them are safe and stay close to me, so I need to focus on them. But I'll be very happy to answer any of your questions regarding my activity."
106;1691;Paris;"I will take you shopping in the two most famous shopping malls located in the 9th district where you will walk through the most beautiful fashion center in Paris. 

We shall head for shopping for the biggest shopping malls in Paris where you will shop like a Parisian. 

I will provide you an insider's view of the best of Paris fashion scene from luxury to premium brands.  We will explore mainly hidden high-end brands and chic stands, and hunt for designer clothing and luxury brands at discount price.

 I will give you tips on the current Parisian style and help you to shop items, that suit you perfectly. I will make sure, you find quality pieces, that are unique, timeless and a very good value for money.

Your fashion tastes will never be the same!"
107;1692;Paris;We will use a skip-the-line entrance for getting quickly in the world's biggest museum and in only two hours we will discover the main artworks exhibited there. But we will also show you the Louvre as the castle where kings and emperors lived between the 16th and the 19th century and tell you many funny and thrilling stories about their life in the old Parisian castle. You will discover hidden places, great paintings about the crowning and the wars led by emperor Napoleon I and you will even visit in first person the emperor’s bedroom as well as the sumptuous apartment where Napoleon III lived in with his wife, the Spaniard Eugenia. You will see Greek and Roman sculptures, statues made by Michelangelo and Canova, paintings from the renaissance and Etrurian art. In two hours we will lead you through 3000 years of history, art and culture. By the end of our tour you will definitely know why the Louvre is appreciated as one of the most complete museums all over the world.
108;1693;Paris;This Segway's route will allow you to discover 12 importants points of interests in Paris all in just 1 hour.
109;1694;Paris;"I will take care of the supply of the goods all of which are products of the organic market, freshly harvested.
I hope you will excited to cook with me and learn because we will be getting immediately into the action. 

First, we start with Cold soup of peas, fillet of extra-virgin olive oil, lobster raw seabream with lime, oil of white truffles, black salt of Hawaii smokes, pepper of sechuan, served on a golden toast at the stove. Young shoots of cappuccines and alfalfa.

Moving onto making a Nice ripe beef from Serge Caillaud sprinkled with butter, three-grain pepper, red salt from Cyprus. Accompanied by cauliflower muslin and braised endives.

And finally, making the Tiramisu with Tonka Bean and Smoked Thyme. 

Mouthwatering right !!"
110;1695;Paris;"EDIT: We also have a scavenger hunt for families with kids, which you can book here. 


You will have two hours to find your way in the magnificent Montmartre’s district, solve riddles about the most interesting places of the neighbourhood and thus crack a code!
If you manage to do it within two hours, you will be rewarded with a present. 
This escape game will also be an opportunity to enjoy a walk that will make you see the best spots of this village inside Paris (the most famous ones but also some others, only known by the place’s inhabitants), and to learn a great deal about Montmartre, its history, painters, specific features…

Your game master will be discreetly there at every step of the game to check your answers, give you clues if necessary or answer any questions you may have about you see. 
Your game master will also be happy to answer any kind of questions you can have about Paris (finding a nice authentic restaurant, the best itinerary to go somewhere, or learning more about French history, or famous French writers of the last century for instance).


This escape game will make you see all the ‘must-do places’ of Montmartre (basilica of the Sacred-Heart, place du Tertre, Maison Rose, Vineyards…) but also many others that we won’t talk about here, so that the game keeps all its mystery."
111;1696;Paris;"This is a very simple Kundalini class to get to know the basics of this beautiful and powerful style of yoga. We have the chance to practice together in front of a spectacular view ! 

Beginners are mostly welcome :)"
112;1697;Paris;"Let’s go for a giant « Search & Find » game across the Parisian streets. Kids and adults, everybody will enjoy this unexpected art tour and remember this great family time!
I am Camille and I am the creator and host of street art tours dedicated to kids and families.
The French version has met a great success over the last two years, being shown in big TV shows (France Televisions, M6) and magazines (ELLE).
English speakers from all over the world, you are now more than welcome to join the tour thanks to AirBnB and our new English sessions!
.
During this tour, you will learn all what you need to know about the French street-art:
* What is art? 
* How did the street-artists create those pieces of art?
* Why did the street-artists create those pieces of art? 
* How do we personally feel about those pieces of art?
.
If you are a Flash Invaders gamer, you will be thrilled as my tour will make you catch plenty of Space Invaders !
The biggest fans are even more than welcome to contact me and plan a specific “1000 points Invaders Flashtour”.
(FlashInvaders is a game on Android / iOS that make you play a retro and arty Pokemon Go. For more than 20 years, an anonymous French artist self-called “Invader” keeps sticking mosaics inspired by the Atari 70s game “Space Invader” all over the world. The game is about catching them.)"
113;1698;Paris;"If there is one French pastry that is the envy of the entire world, and which everybody dreams of being able to make, then it must be Macarons. Is a French delicate pastry with a crisp shell & soft interior, perfect for any occasion. 

In two hours and a half, you will learn in-depth about the making of The Macarons:
STARTING
we will start with a little introduction… where do you think macarons comes from?? 
FILLING
we will do a ganache (chocolat) filling, and learn the tricky part of this delicious filling
SHELLS
the most important part!... we will use the Italian meringue method, make the piping and show you how to do to well success them
MACARONS
we will paire the shells with the ganache filling and/or a home made jam. Some others surprises will be available.

We'll bake with a small group, and have a coffee or tea as we enjoy them! 
This is a wonderful  experience in Paris and a must try!

A très bientôt

Please note, all products we use are high quality: Chocolat is ""Barry chocolate or Valrhona at 72% from Venezuela"", we use farm eggs and local products.
—
Privatization & customization possible!"
114;1699;Paris;"We will meet at Le Marais in my boutique where I will give you a brief introduction of the area over coffee and croissant. Then we will explore hip boutiques, galleries, specialty coffee shops and new concepts.
 
During these two hours we will visit lots of must see places in the area and capture the bohemian, artistic spirit of the arrondissement. I will show you all the speak easy shops, walk with you through the most beautiful streets and visit locations few people know. Le Marais is a perfect melting pot of cultures and visual stimulation of architecture, art, fashion and design.
Coming from a family of art gallerists and artists I appreciate good taste and great fashion. I invite you to experience the area in the most authentic way."
115;1700;Paris;"We offer a tasting workshop in the form of a discovery. 
We ask in advance for your tastes, what you like, (or not). A selection of several bottles will then be made, and, generally, we like to make discover the wines in ""blind tasting"". During the tasting of the bottle, Clara will choose to interpret a work in connection with the wine! We will then reveal the the bottle, with an explanation and answer your questions! 
And so on for all wines ..!"
116;1701;Paris;"NOT YOUR BASIC FOOD TOUR ! (All food is included) 

For +10 groups contact us directly, let's have some fun ! ❤️

Le NO DIET CLUB is your original food porn experience by bike with a french team of food experts. (we like to think so)

Because finding the best spots/trends is what we do, let us introduce you to our favorite spots in Paris by bike. French food but NOT ONLY !

On the menu : Charcuterie & cheese, crêpes, croque-monsieur, french toast, burgers, french fries, macarons, poutine à la française, lebanese ice cream, amazing chocolate and more ! :)

Make new friends from all around the world, have an exciting bike ride in Paris, avoid tourist traps, get to know what locals really eat and share some holy good food with friendly guides. COME GET THICK WITH US. 

- Join us 10 minutes before the tour stars for the material rent
- Bike rent : 12€ for the all day, no deposit ! (we'll go rent them with you before the tour starts) 
- You can request a helmet for 2 € (not required). Just tell us before. :)

VEGETARIANS ARE WELCOME TOO !

⇨ Instagram : @no_diet_club 

⚠ In case it rains, we will switch to a walking tour experience (same food of course). We can't afford to have you cycle on slippery roads and jeopardize your safety. Food is life and hence we ought to keep everyone alive ! :)

▶ What this tour IS about ✔ 

- Many complimentary tastings to share 
- Melty gooey cheese 
- What locals actually eat 
- Lots of fun 
- A nice bike ride in Paris 
- Funny (bad) jokes  
- A list of serious recommendations in Paris 
- New friends from all around the world ✌

▶ What this tour IS NOT about ✖ 

- Healthy salads
- A historical tour
- Boring long speeches

☺ Book if :

- You know how to ride a bike 
- You are not on a diet 
- You love James Franco 

⚠ Don't book if : 

- You don't know how to ride a bike 
- You are on a diet 
- You hate James Franco"
117;1702;Paris;"THIS IS A PRIVATE SESSION, NO MATTER HOW MANY PEOPLE, EVEN IF IT'S A SINGLE PHOTO SESSION :)

During our tour, we will know the streets with the most beautiful and secret views of the city.

Everyone knows how to get to the Eiffel Tower, but few know the streets with the best angles to make your trip unforgettable.

 It will be an hour-long photoshooting. I send to you by email ALL the photos we make. We can do it in a way that looks amazing to you!"
118;1703;Paris;"During the experiment you will learn the traditional japanese  ceramic restoration.

What are the different steps to restore an artefact?
For the curious followers greedy of new experiences, the initiation takes place in 2h-2h30. For the bonding and filling steps you'll use synthetics materials. The finish will be applied with traditional Japanese materials: the Urushi, a vegetable lacquer and metallic powder! Your choice: mica that imitates gold, silver, or copper!

What do we need as equipment?
Absolutely nothing! I provide all the equipment! You can come with a ceramic (to be specified when you're booking) or I will also bring the ceramics to practice!
This unique method offers you a moment of both meditation and sharing.

When? Where? How?
This is to be established at the time of the request directly with me at atelierminot@gmail.com. The experiment takes place in my workshop in the 13th arrondissement of Paris! Atypical neighborhood where the street art reigns supreme. Come and discover a traditional Japanese method with undeniably modern aesthetics!

Bonus: you leave with your objects!"
119;1704;Paris;"*Find vintage bargains from 1 euro!
*Easily grab styles for any style & markdowns from designers 70% off!
*Experience personal shopping 1 on 1 or 4-5 people!

First, we'll chat about your style, what's on trend and give tips on Parisian shopping etiquette and ways to get the most from your hunt.

As a stylist, I'll work just as hard to shop and locate the gems for you in your style! Four eyes are better than two, right?! It's not easy to shop for new and secondhand bargains, but I'll show you how and make the shops accessible.

We'll head to some vintage places and maybe even a secret popup store if available. Sometimes we will be in Le Marais and other times, other places around the city. If you have already explored Le Marais, tell me and let's adventure elsewhere! Just let me know!

No chain stores here, just all my favorites! They have both men and women clothing. Most places take credit cards. The range in prices you'll spend might be 1 euro to 220 (exception designer vintage gems). Most are around 1-44€

*Ask about my private and custom tours at www.tyesecooper.com"
120;1705;Paris;"We've curated the essentials of Paris + discovered the best, leisure-paced route to many of the 'must-see' sights on way to a memorable Boat Cruise along the glittering Seine River as we toast the 'City of Lights' with chilly champagne and regale you with the cool stories behind the sights that Paris is known for...

The public demanded a daytime version of our raved-about Sunset ride where our guests' most popular comment is that this is 'the highlight of our trip!' SO LET'S DO THIS

We created this ride for visiting friends -- we would watch the best of Paris' sights sparkle via charming little passages, medieval back streets, the glittering Seine...the Best of Paris in one unforgettable evening!

Because our group is small, we can zigzag to see more sights, discover more little corners...than can be navigated w/a megagroup like the big Tour Operators! 

Our merry band of bikers meet in the protected Historic District of Le Marais, then on to a breezy glide to the must-see sights, a memorable ride through through inner grounds of Louvre after crowds have dispersed and, lastly, a relaxing boat cruise. 

We pop bottles of bubbly + nibble French cheeses (and some of the best breads is Paris...) on an open-top boat in front of the Notre Dame + Eiffel Tower as Paris sparkles! 

Maybe you'll fall in love with Paris (and stay...) too!"
121;1706;Paris;"The Montmartre district of Paris is significantly different from other districts by its history and atmosphere. 

Poets and writers described this picturesque area with amazing admiration, artists painted with charming beauty. 

Montmartre was chosen by lots of artists as they could find everything they need here: sources of inspiration, inexpensive housing and a large number of restaurants with cheap wine.

Nowadays streets of Montmartre keep the memory of its former inhabitants. 

You will see Vincent van Gogh's house, Picasso's studio (and the cabaret bar where he exchanged paintings for food) and hear why other artists from Dalí to Monet called Montmartre its home. 

You will visit well-known city spots in Montmartre, as well as mysterious and hidden places that even Parisians don’t know.

Tales, legends, funny stories, and jokes will help you plunge into the atmosphere of Montmartre, feel the rustic charm of the most picturesque district of Paris and look at it through the eyes of local resident."
122;1707;Paris;"Join Christian, Paul, Emily and the Peloton café team to discover Paris' charming back streets, local neighborhoods, and fun local history on this one-of-a-kind bike tour. We'll start at Le Peloton cafe, get to know each other a bit, and then head out to discover Paris on our bikes.  

Experience the ins & outs of Paris' local neighborhoods, amazing monuments & legendary history- and get heaps of local recommendations & tips for your time in the city! 
 
At Le Peloton cafe (Peloton means 'group of cyclists' in French)  we are crazy about bikes & coffee - and we hope to share our passion with you while you're in Paris. We have bikes for everyone (all ages & fitness levels), so simply turn up ready to experience the city. 

We'll follow Paris charming back streets, Seine riversides, and miles of bike lanes to discover the best of Paris.

Please note: Breakfast is not included in the tour price; however feel free to come a bit early to order coffee &/or waffles, etc."
123;1708;Paris;"At Atelier Nouveau, we forget paper and we use our hands rather than on a keyboard or screen. You dip your hands in the ground, reactivate your senses: touch, hear, smell.

Workshops take place in five stages:
- easy body warm up
- time of expression with planks of wood and “barbotine”
- little time for yourself, writing or scribbling time
- creation time with solid clay
- exchange time

The awakening of senses through clay, play and music leads to creative stimulation and decompression. I guide you to let yourself go, to give you another look at your abilities. You express yourself, you create. No need for technical or artistic background."
124;1709;Paris;"After presenting each other, i give you an apron and first we wash our hands.
We work in small groups ( 2 or 3 people ), and I give you all the kitchen equipments to prepare the mix crepes.
Just a little quizz about crepes before the preparation of the recipe.
I show you some little tricks to have the best result.
We put the mix in the fridge ( the rest period is very important and it's one of the secret for good crepes ).
During this time I show you some cooking secrets.
After that, everybody cook by himself the crepes. Sure you'll be as good as any Frenchy, maybe even more.
You enjoy this ""tea time"" with farm apple jus, ciders coming from little  French producers and you own crepes added with homemade sweeties : chocolat, jams, salted butter caramel, ...
You can answer me any how-to or why questions.
We finish this two convivial hours doing photos and giving you the recipe.
A special gift will be offer for you remembering this great afternoon."
125;1710;Paris;"From the right bank to the ile de la Cité we will discover the evolution of Paris from the Middle Ages to the Renaissance. We will begin with a stop in front of a private mansion from the 17th century before visiting a gothic cellar from the 13th century. First immersion into the medieval life and in case of bad weather a warm stop! Then we will  discover the most common building for the poor and middle class Parisian during the Middle Ages. We will have a look on a very amazing church built in two very different architectural styles! Before joining the Saint-Louis island, we will have a friendly stop in a lovely café to drink a hot chocolate or a latte...
Arrived on the ile de la Cité we will return into the atmosphere full of mysteries and legends of the Middle Ages with the love story of Héloïse and Abélard the French Romeo and Juliet, the life in Notre-Dame cloister and many other things... We will also make a jump through time during the Gallo-Roman period to discover Paris before Paris. 
I wish with this tour to make history come alive, to give the mute buildings of the past a voice and help you to engage with the city on a deeper level than typical tourist activities would."
126;1711;Paris;"We will meet at Trocadero and we will take you to a one hour tour of the neighborhood. We will have a great time taking pictures in hidden streets near the Eiffel Tower who are not knowed by the tourists.
After that we will also go walk by the Seine to take pictures with an unique point of view and we will finish our tour on a romantic old bridge with a wonderful background.

We will do our best to make you feel confortable and that you forget the camera to take beautiful candid shots.

The best is to meet at the sunrise to avoid the crowd and have the best light but if you can't we're avalaible during the day also.

Do not hesitate to take some props with you if you want, It makes the session even more unique. If you have a specific photo in mind just tell us and we'll do it!"
127;1712;Paris;Like true Parisians, we will start our day with a coffee at the counter and shop for the best food produce in the oldest Parisian market, learning about seasonability and how to better understand the origin of what you bite into. Then we'll head to an historical Parisian apartment in order to chop, slice and cook the perfect lunch. I will tell you about food writing and the anecdotes hidden behind the most traditional recipes.
128;1713;Paris;"Let's revive your personal style together ! Learn how to dress your overall silhouette with clothes and accessories that suit your body shape and discover the most flattering colors to place near your face thanks to a color analysis. I will advise you on how to look at your best everyday including tips to shop in Paris like a professional personal shopper.
This experience is for both women and men."
129;1714;Paris;"The Paris-Brest is one of the most French pastries. Modernized, revisited, lightened, it's making a come back these days in pastry shops and restaurants. During 2 hours and a half, with my help, you will realize the ""chou"" version of this well-known dessert : 
- Realize praliné cream
- Prepare a perfect chou pastry and crispy cracker
- Dress

As I love the history of French Pastry, I will share with you stories around our gastronomy.

At the end, we will enjoy the ""choux"" and discuss your days in Paris. I know some good gourmet addresses near Montmartre for you to go.

You'll bring back home your creations and the recipe... to redo for Christmas and holiday season ;)"
